Project_Complexity,Team_Size,Required_Skills_Count,Avg_Team_Experience,Days_To_Deadline,Current_Workload_Factor,Is_Delayed
4,7,3,4.682506485545024,38,1.564857568669412,1
5,4,1,4.143832569764549,36,0.5160379851702521,0
4,7,2,7.517079331384716,33,1.1588157663978118,0
5,7,4,4.711248362528506,29,1.7648930642326466,1
2,2,4,11.280339845763505,30,1.2343813943645712,0
5,4,3,9.90315407438007,43,0.9670631632449818,0
1,9,3,13.249827632737121,12,1.807696656536994,0
1,9,3,2.158336248819002,23,0.7338210462947086,0
1,2,4,13.811166667013048,58,0.8096678486243005,0
3,6,3,5.106880773381254,51,1.5310585504042,0
3,8,1,7.8697208429777765,46,1.0286539122898626,0
3,9,4,7.140560103155011,26,1.5695252536006685,1
5,7,2,11.644363115461935,33,0.7365554318892378,0
3,6,4,6.8846663320457955,37,0.8784036344012689,0
2,9,1,14.209744039091731,42,0.7349710675454503,0
1,4,1,13.635474356940056,49,1.9293654703452645,0
5,7,3,13.210256127573091,50,1.1081059412763863,0
1,8,4,1.9976166570751905,39,1.005829864865339,0
3,6,4,12.959612861755152,47,0.521303234256147,0
5,9,4,11.942896236204946,7,0.7301263691163311,0
4,9,2,2.449181258085834,23,1.1317037843637492,1
2,5,3,2.503800556107106,14,0.6027541888578412,0
3,9,1,2.416293361245576,31,1.2661089942593253,0
3,3,1,1.1586563048628256,19,1.1825231576966717,1
2,7,3,8.68088027272417,15,1.650752210516528,0
2,8,1,14.627520080104606,51,1.489704052100475,0
4,3,1,7.141585840597109,30,1.1689209579808608,0
3,2,3,8.570605026422989,28,0.8369910501576072,0
3,6,1,14.551577154779377,17,1.5902953490267095,0
1,9,4,4.57255120283923,36,1.5617931551813062,0
5,2,2,13.018583536375681,41,0.7299442407730812,0
5,8,3,8.649466540964305,8,1.8721277471381041,1
1,7,2,8.97267120528215,17,0.5966076740225648,0
5,3,1,5.80443400090197,13,0.5825565633390744,0
2,3,1,8.862181053536714,53,0.7810256264936405,0
5,6,4,2.0239951326959753,38,1.8641911970731568,1
5,7,3,11.705010016597571,41,1.2799971860553827,0
1,9,1,4.985628661619804,52,1.6819113810093502,0
4,5,3,13.42651661291537,11,0.8417647821147509,0
5,5,3,6.149909724504418,5,1.2353329619806113,1
5,6,3,2.9995375468163563,16,1.0374341954358233,1
4,7,3,10.742342041158789,25,1.741742910599289,1
1,6,3,3.30409402598904,15,0.5339066590388399,0
4,7,2,11.551527217601866,48,0.8657640949491581,0
1,8,4,14.553571309685632,55,0.7288613364535681,0
2,8,3,11.913740163133664,48,1.7887835580823541,0
1,2,2,1.3142894780385455,48,1.2013157745406486,0
2,9,1,9.398401032738846,18,1.1063300658398243,0
2,6,3,10.73574939357614,38,1.1742241431516198,0
1,9,1,12.556416561147993,38,1.9578868260535027,0
3,7,3,1.7840323251460022,29,1.7754010915038863,1
1,5,2,7.721509591332008,8,1.5595531577754613,0
5,9,2,8.495192216937522,56,0.9357184388348819,0
5,7,2,3.3677480770184927,59,0.7477594992776717,0
3,8,4,5.514297335949095,30,1.88215044353668,1
2,7,1,7.1631041675863125,20,1.1346132841947243,0
3,6,4,12.664935631409222,14,0.9181336992029437,0
5,2,3,14.011705924982897,49,1.2063812396264533,0
3,2,1,9.79791960484742,6,1.8767711342305282,1
1,2,2,6.52923260430047,39,1.0806009700869397,0
3,2,1,4.556434249185804,23,1.3439614958721493,0
2,8,2,14.749892582106106,10,1.7044494516628501,0
1,4,4,14.762279973069019,23,1.1406987965725868,0
4,9,4,13.949677275290487,57,0.8503127028895525,0
5,6,2,11.99936809828947,56,1.9917886225745502,1
5,3,2,5.560913612438656,55,1.9348562861782395,1
3,6,3,12.43800676896683,12,1.765218753688271,1
1,4,4,6.723102241796416,18,1.5325608190788838,0
4,2,4,5.574823374170633,14,0.9422984421045455,0
1,4,3,11.428115018527913,7,1.870119407246048,0
5,5,4,2.1151549866859205,42,0.9133350051818432,0
1,5,2,1.6798781261392637,33,1.7012142420152487,0
4,9,1,7.271351760536598,19,1.8773872519119594,1
3,8,1,7.238943211510266,27,1.4045057606448672,0
2,6,4,13.539018142893688,27,1.7045843268367684,0
1,6,3,2.766143348029435,22,1.68754264880262,1
2,3,2,2.725974984333779,50,0.7897366266814698,0
5,8,1,3.064336406648616,23,1.501886710394127,1
3,3,2,1.4163076581244365,32,0.6402019053566653,0
3,5,4,2.004244329408717,30,1.261775214706222,0
1,2,4,10.238178135606546,14,0.7433533222108663,0
3,4,1,7.042180607645129,51,1.1245242481946476,0
1,3,4,11.690442939232192,8,1.7494731120476565,0
1,7,3,14.896368060143244,59,1.9807517594453066,0
2,3,4,10.226485535386018,6,0.9769397474894266,0
3,2,4,1.7063779886817323,7,1.297933548174765,1
1,2,4,2.463880106560781,11,1.2669470365557327,0
2,6,2,13.334057187405909,59,1.931602264746599,0
4,4,2,8.384943223815661,20,1.2178755986491603,0
2,2,1,12.54772023154036,35,1.5486593080995468,0
2,8,1,12.992572707148964,14,1.8826838496627891,0
1,3,1,13.987443580993268,23,1.06006783930526,0
5,3,4,14.29760887680912,32,1.8531833573680814,1
5,5,2,8.767561151046287,21,1.8761843328365202,1
5,2,3,5.774282411584474,32,1.895993755950696,1
2,7,4,14.46610824087198,23,0.9056692782071396,0
1,6,4,8.663689684017154,41,1.1005333914049378,0
3,4,4,1.8995381213645546,27,1.8055938623385528,1
2,7,3,9.99887170083811,24,1.038742736420628,0
2,6,1,9.227586505530152,17,1.4003795494002576,0
1,3,3,13.541100220525884,17,0.6770817608900779,0
4,7,1,10.144620648209376,47,0.5844124821668611,0
2,6,3,5.886733942461719,15,1.117990984238259,0
4,3,2,14.527160159881486,52,1.3683747988890762,0
4,3,4,12.22267280374847,19,1.089048670038412,0
5,3,4,9.82584665733896,21,1.366603655241263,1
1,3,4,5.10095284764372,58,1.2726265642576775,0
4,8,1,6.229564148400137,54,1.5285608439291138,0
1,3,3,10.379578937353193,32,1.4742986465980847,0
5,5,2,2.007731458486504,23,1.13636855480987,1
1,7,3,4.593528283103689,8,1.137492860629795,0
2,6,4,10.994613067552372,26,0.711167510018348,0
4,5,2,7.7202591378246925,26,1.2698578581446887,0
1,8,2,6.633509907402022,59,1.3807686922035451,0
3,9,4,3.120406713605803,41,1.2147340960307393,0
1,9,3,7.1858864826882565,43,0.9885610026304985,0
4,5,4,11.789687590643274,38,1.5824728163776038,0
5,2,3,4.696179845006502,37,0.611992466967836,0
5,2,2,1.0755795905714838,48,1.871660554631071,1
4,2,2,10.35906861611376,46,0.5309651593186899,0
2,4,4,14.616772462055735,44,1.9435252001574168,0
2,2,2,9.49557189024016,37,1.1935334014019936,0
5,6,1,2.678906024979822,16,1.1190049160053117,1
5,5,2,5.490263292825423,6,0.8846660261947822,1
4,6,1,13.146982606083128,32,0.5151067022484248,0
2,7,2,4.2559530395956,14,0.9121853966326996,0
5,2,4,9.507742648966513,26,0.6640998881905009,0
2,8,4,6.63739691555597,21,1.489731264040092,0
5,4,1,3.9098120998750865,30,0.9786124584810894,0
1,7,4,12.387696509905515,7,1.6507689926054923,0
3,8,2,11.399637870519664,11,0.8103742810191754,0
1,4,2,10.262274923429716,48,1.8503522861481643,0
5,9,4,4.308712263762517,12,1.284472272658749,1
3,7,2,2.3699980380303005,24,0.6717592947034721,0
3,9,3,9.066230617563527,16,1.1012678534802185,0
5,5,3,8.751489669552067,39,0.8101407861046425,0
5,6,2,3.637390130688222,21,0.7995281392522688,0
2,3,4,1.7874537204124148,32,1.2595546064783134,0
5,6,1,2.1299183587158037,45,1.5078380234545588,1
4,2,4,14.898793811178273,14,1.8674273082551422,1
5,9,1,11.970174526400372,26,1.2532430161454802,0
4,8,4,13.907824663512416,42,1.9487581625874952,1
5,3,2,3.7307661113090864,37,1.912452278110053,1
2,4,3,14.447959508528092,26,1.7975937949765406,0
4,9,4,2.9971609206242693,48,1.2499658974436278,0
1,5,1,8.127145599930596,41,0.7113559155319753,0
4,5,3,12.615739581838895,17,0.8268567047230774,0
2,9,1,5.897246963162112,31,1.4715050040679634,0
4,9,2,6.947599464476607,19,1.1326324704262942,0
5,9,3,2.79459154418737,26,0.7202024476309946,0
5,4,1,2.7209063199856187,34,1.2184909004589657,1
2,2,4,9.673955146901234,47,0.5261458182530689,0
3,4,2,10.457453160680794,44,1.6008430563493898,0
5,7,2,11.882655197150706,41,0.6103719417345363,0
1,8,2,8.79354873754455,38,1.4436704298681784,0
2,9,4,10.040630091658283,48,1.6895154614383991,0
4,8,4,1.1892418037960808,38,0.6989658116809483,0
4,2,3,3.270390179920633,52,1.2779580359990188,0
1,3,4,14.788806724236665,57,1.6686012715392045,0
5,4,3,2.063909088421645,39,0.8909501821355021,0
2,2,2,10.50303511164343,46,0.7443748895024287,0
1,8,3,3.465156862444027,23,1.0052286664511854,0
5,3,1,11.034060200746987,12,1.3320487648749737,1
2,4,2,10.883865641467908,43,1.362919392282125,0
4,5,2,4.2787868370332625,37,0.6963145001865305,0
2,4,3,4.774881589068858,48,1.1863532715109575,0
3,6,2,10.166789990429235,32,0.9024232933092318,0
2,4,4,6.4612045429229905,41,1.763036327097426,0
3,6,1,3.723671575798758,52,0.9703626980960461,0
2,3,3,11.243514383024745,29,1.7580567868007893,0
3,4,3,3.1580653407086783,40,1.1428469189026882,0
4,3,2,12.979011298029253,21,1.5898786487396799,1
5,3,4,8.205373336725586,28,1.2650903428162155,1
3,8,2,2.4798084543102097,25,1.4329439361964647,1
3,2,2,10.717012669433782,6,1.0930347662920747,0
4,3,3,8.268282554043566,35,1.6523101517112362,1
3,3,2,5.172806005127333,48,1.1377840753604875,0
1,8,1,6.915551323133968,37,1.186192469878733,0
4,8,2,5.176728410224983,34,1.2765180023464358,0
1,4,2,4.682361700398976,16,1.7477361775789753,1
4,8,3,3.2905178918119704,48,1.4890683929021973,1
3,4,2,6.078739863924662,16,1.0237405798486248,0
1,5,4,4.51382088842499,55,1.5054794509723142,0
3,8,3,10.568082818754839,53,1.463639859512866,0
4,2,2,10.574274376286288,56,1.8965289138195565,1
3,3,1,8.025763395778938,28,1.762124654038025,1
1,2,1,11.891223384584494,28,1.471170385626872,0
1,6,3,12.778756066084675,15,1.0122606660260653,0
3,9,3,9.116730404079824,17,1.6693646732919043,1
2,8,2,9.665092278688073,31,1.3628124395942014,0
4,3,4,4.960402737009113,12,1.9779049821513524,1
4,2,2,13.528168809877277,14,0.871259192854706,0
3,8,1,1.3388846219154176,12,0.6194837613963304,0
2,8,4,5.88043457219984,24,0.6048377178319215,0
1,9,4,11.105205901697984,12,1.4600455825275205,0
5,5,4,2.121253135396257,13,1.9088903433672857,1
5,5,2,3.564373383996097,11,0.5028978714372578,0
3,3,1,9.250000190079916,18,1.5886565704366662,1
2,6,3,8.839911400489811,32,1.4855977737994182,0
2,5,2,11.34499614583337,6,1.5984562883291988,0
4,9,3,12.376576947234405,47,1.0331081101435033,0
1,5,4,2.800114099163368,12,1.7307446669867828,1
2,6,4,1.2573338568533887,17,0.5670603971282929,0
5,2,2,10.654939275224685,25,1.6331466509330412,1
1,5,1,5.219485140729029,51,0.9006079120236317,0
1,9,4,9.76377479485135,32,1.2152566622871073,0
3,4,3,3.107624232871146,39,1.7339544073358308,1
2,9,3,7.566560653323481,27,0.9070385527867055,0
3,7,2,8.061946444888116,50,0.7778112674658402,0
2,7,3,9.191089429225025,19,1.5219697780218264,0
4,5,1,8.184380228627901,6,1.3000923372602067,1
3,2,4,7.939670783201994,55,1.2716058031192767,0
3,8,3,5.658278155773978,16,0.8851542733068698,0
5,2,3,1.9965233084532072,56,0.5523204587300414,0
3,9,4,2.2532827551557926,40,1.1154037074975753,0
2,3,2,7.072895841700151,7,0.6598392207016519,0
5,4,3,5.981103789493902,9,1.8589837259738031,1
3,2,2,8.225887265442969,7,0.5618754852075958,0
3,6,2,5.267734369587737,51,1.1474762812765722,0
4,9,3,10.63074128037454,23,0.5783683755512419,0
3,4,1,13.095367508133148,6,0.6433158118471495,0
1,7,2,5.184084643016147,48,1.488300000383033,0
5,9,3,3.7017761111464003,41,1.4706668914611418,1
1,4,2,2.6265280395572477,58,0.5495782923191597,0
5,6,4,9.627556567991375,21,0.5016972126813053,0
4,5,1,7.213983875967972,18,0.618227115864176,0
3,6,1,3.632220040748045,32,1.6444983465679133,1
3,6,4,10.143914266085975,31,1.3768647091272608,0
3,5,4,3.0787645620739816,58,0.5571773677827374,0
5,5,2,8.760209881871337,14,1.232145523809241,1
3,5,4,8.380077342753705,7,1.5680440355816772,1
1,5,1,11.279189216605166,40,1.8034270919012094,0
3,5,4,1.7715349591693346,42,1.9010547359885157,1
4,6,3,13.430221045918625,29,0.9911608444311,0
1,3,3,10.841884166055472,26,0.7037486426198986,0
3,3,2,4.025763976882671,52,0.8553888810971713,0
3,9,1,3.567674880536355,43,1.6642572380603355,1
2,2,3,7.043242998012968,51,1.957226322563466,0
5,3,4,12.445914613624357,34,1.1995904260405708,0
1,7,3,12.8012999039475,25,0.9580298203216846,0
2,3,3,8.286385289951362,34,1.1437858729400516,0
4,6,2,13.051352077614325,32,0.9572197169676986,0
5,5,4,1.076211928683668,35,0.8847312848107314,0
1,9,4,1.4924448414423526,56,1.3906261286107693,0
3,5,4,13.765502310914398,30,0.5236039705603166,0
1,8,2,11.854647018402824,47,0.8893283729974822,0
3,8,4,7.3098848155053995,26,1.4920731167674837,0
5,8,4,11.550541840691821,25,0.5480940444602076,0
3,6,3,14.378952464127902,5,0.6248027247634025,0
4,7,3,11.80925333433799,41,0.9400942171786772,0
3,3,4,12.793198673456507,17,1.8167071979134772,1
4,6,1,11.648492139460865,25,1.6473292402479442,1
5,2,1,3.3549552940695824,50,0.5332349441243653,0
5,9,4,12.670037535040315,13,1.2525692250327378,0
1,5,1,3.7315234803389403,21,0.9120312409811251,0
4,8,2,13.496558592618058,51,1.4729684885930945,0
4,4,3,7.421098573135063,25,1.5823308238901919,1
2,2,2,10.4776745323544,35,1.7942938656939238,0
2,8,3,7.961371870329009,43,1.2131243556560214,0
2,7,1,2.315873011832428,58,1.9916751328183766,1
3,2,1,5.070112306689311,26,1.969979160930664,1
2,6,4,14.772245955958084,16,1.8232500867065498,0
4,3,1,14.450006523377443,59,1.3623042427371064,0
3,5,1,5.486816567177662,10,1.0970096562557226,0
5,9,4,14.948155259433161,57,1.0465794652096774,0
1,7,4,12.837716736956594,20,0.5181871251316172,0
2,7,3,9.553432992051565,30,0.8737617458635498,0
5,4,1,1.5617446836541329,9,1.5782123524237468,1
4,2,3,13.620255613537314,13,1.4054481498395999,0
1,4,3,8.804009909700476,50,1.8746332837513004,0
5,3,2,13.158666116838774,44,0.5750334003748367,0
1,8,1,12.682007678680392,18,0.732914904765996,0
2,3,1,12.662087012815205,48,1.6838656840281951,0
4,8,2,10.77443405000867,46,1.0377614467930008,0
1,4,3,5.079811941464681,34,0.6775180005768169,0
5,5,1,5.706243608423278,56,1.9946757576501337,1
2,3,3,5.318568976157609,56,1.6808754540040445,0
2,4,2,1.2806439934559057,30,1.1131115551371837,0
5,2,4,9.155964729007357,57,1.7350212154192104,1
5,4,3,10.78367138624446,49,1.52090580517873,0
1,4,1,12.95412390935285,33,1.68496213935475,0
3,6,4,2.962316067358225,23,1.7228095663484748,1
2,3,3,8.618564085675224,51,0.6270930249354769,0
1,9,3,1.11211396943296,12,1.4344593315321434,0
5,5,4,2.331311067950213,27,0.5101783294652413,0
1,5,4,1.7589644188839029,57,0.565184369451756,0
5,6,4,11.156692476216817,46,1.8559700135837613,1
4,8,1,2.1348338942864444,39,1.2913455820352082,1
5,7,1,11.03034174182306,35,1.6038529788027873,1
5,8,3,4.494745861748167,57,1.757751485664719,1
5,5,3,13.287981449757153,39,1.9243801513468775,1
3,4,2,12.384099837093398,36,1.8040292718841937,0
5,6,1,14.409623044653872,9,1.2249671730459408,0
2,2,3,13.372668216412446,20,1.0039554610707673,0
2,3,4,14.066611867628861,21,0.7317398543090572,0
1,3,4,13.022393551186308,36,1.10048222373092,0
3,9,1,10.707346608607976,42,1.049740368741745,0
1,3,4,3.3836281297561035,36,1.33936226293381,0
2,4,2,4.803905263957301,56,1.49826411313582,0
2,2,3,3.9781775258238232,24,1.9674882146675712,1
4,6,3,9.450201027214877,52,1.5925792791510986,0
5,6,3,8.05067913163042,6,1.465622798664385,1
2,3,1,13.139119960217931,24,1.0026386514025138,0
1,2,4,14.33742013098706,51,0.551755814747489,0
1,2,2,6.66803845465402,22,0.9321876932820377,0
5,2,1,8.088907745931373,5,1.6526718506894267,1
5,5,3,14.601228995257948,33,0.8079079112057026,0
4,5,2,4.8673451827240095,33,1.5682822905111717,1
3,3,3,12.09347085502339,23,1.3696697638541238,0
1,2,3,4.153358632693448,48,0.7577853046256973,0
5,7,1,10.540441615953807,44,0.8924372094377448,0
1,2,3,4.550618786939898,10,1.2444554052297148,0
5,6,2,13.372267443639416,48,1.127562057661771,0
2,6,3,8.860691212313476,43,1.6678457713201393,0
1,3,4,3.603070972241384,54,1.6016069638148704,0
2,7,3,4.141168459778804,58,1.3618617552095256,0
1,2,1,7.9138887399134035,50,1.7334120672093878,0
3,8,2,14.462428358048303,12,1.344004311026463,0
4,7,1,11.774990294371163,28,1.9465838849858903,1
2,9,4,7.836334999561831,24,0.8258361487266221,0
5,3,3,5.728068023871039,58,1.5711979904032292,1
3,6,1,8.689758906878197,18,1.054916198081702,0
1,8,1,11.477051668000676,9,0.9184492916302909,0
2,6,1,11.9750002383392,45,0.7705812139515693,0
1,5,1,5.544523173357225,44,1.3287552143923158,0
1,3,4,11.096229754994281,38,0.8232041491238169,0
1,3,4,10.209042920506606,20,0.8005262771726089,0
4,2,3,14.427572087948114,49,1.985797857625727,1
4,2,3,14.035264067112207,11,1.7026211252686412,1
5,5,2,12.051310558450078,20,1.622415230381563,1
2,8,4,11.127525643968998,11,1.6910909388241324,0
3,9,1,4.836582255859861,31,1.9533843105781137,1
3,4,1,12.843513585379467,18,1.359915033129805,0
3,7,2,6.985079851987126,18,0.8303658161042908,0
1,4,1,4.811367595084626,48,1.7933144611298586,0
4,4,2,6.378250611348475,37,1.6140960941811353,1
2,3,3,12.70309686023111,37,1.1214624685012597,0
1,7,4,3.08086501809039,48,1.2103542478619695,0
4,3,2,7.386222375677514,24,1.1168785977183036,0
4,9,1,7.893006323412855,57,1.8949132403435063,1
2,7,2,1.5128157663834716,51,1.0152974172474412,0
2,6,3,3.7404444136743145,40,1.9452264179842587,1
2,3,1,12.57439400006199,11,1.8654076568809248,1
1,3,3,12.630743440326649,36,1.4457817133722601,0
5,3,3,5.093811174379471,52,1.369732659650112,1
2,8,2,13.248561284370968,7,1.0551339201049563,0
5,5,3,11.80496114695687,43,0.5275075835159748,0
1,3,1,6.850704773135732,33,0.6914347793566299,0
5,9,3,11.47768882167053,28,1.631346985024323,1
3,2,3,14.458684836727286,26,1.2073101898822478,0
